  z                 v                vq               dif
   44.6577644      0.111952439      0.111962616       9.09008179E-03
   44.6871185      0.111878991      0.111889064       9.00283270E-03
   44.7164688      0.111805491      0.111815624       9.06205177E-03
   44.7458229      0.111732110      0.111742273       9.09467041E-03
   44.7751770      0.111658908      0.111669019       9.05393250E-03
   44.8045273      0.111585833      0.111595869       8.99310317E-03
   44.8338814      0.111512817      0.111522801       8.95223022E-03
   44.8632355      0.111439787      0.111449830       9.01157316E-03
   44.8925858      0.111366950      0.111376964       8.99071060E-03
   44.9219398      0.111294225      0.111304186       8.94973148E-03
   44.9512939      0.111221530      0.111231506       8.96897633E-03
   44.9806480      0.111148924      0.111158915       8.98823887E-03
   45.0099983      0.111076482      0.111086428       8.95386189E-03
   45.0393524      0.111004092      0.111014031       8.95298924E-03
   45.0687065      0.110931784      0.110941723       8.95882491E-03
   45.0980568      0.110859632      0.110869519       8.91761854E-03
   45.1274109      0.110787518      0.110797405       8.92342255E-03
   45.1567650      0.110715561      0.110725380       8.86866730E-03
   45.1861153      0.110643610      0.110653460       8.90136417E-03
   45.2154694      0.110571787      0.110581622       8.89367145E-03
   45.2448235      0.110500082      0.110509880       8.86573549E-03
   45.2741737      0.110428475      0.110438235       8.83775484E-03
   45.3035278      0.110356979      0.110366680       8.78947880E-03
   45.3328819      0.110285513      0.110295214       8.79517384E-03
   45.3622360      0.110214196      0.110223845       8.75355210E-03
   45.3915863      0.110142857      0.110152572       8.82009137E-03
   45.4209404      0.110071681      0.110081382       8.81225895E-03
   45.4502945      0.110000625      0.110010289       8.78409017E-03
   45.4796448      0.109929606      0.109939292       8.81009363E-03
   45.5089989      0.109858617      0.109868377       8.88359360E-03
   45.5383530      0.109787874      0.109797560       8.82146601E-03
   45.5677032      0.109717220      0.109726839       8.76604114E-03
   45.5970573      0.109646603      0.109656200       8.75130482E-03
   45.6264114      0.109576054      0.109585650       8.75693839E-03
   45.6557655      0.109505609      0.109515190       8.74896627E-03
   45.6851158      0.109435171      0.109444834       8.82947352E-03
   45.7144699      0.109365091      0.109374560       8.65803566E-03
   45.7438240      0.109294862      0.109304376       8.70449282E-03
   45.7731743      0.109224774      0.109234288       8.71007796E-03
   45.8025284      0.109154798      0.109164283       8.68836325E-03
   45.8318825      0.109084852      0.109094359       8.71441979E-03
   45.8612328      0.109015033      0.109024547       8.72683432E-03
   45.8905869      0.108945407      0.108954810       8.62984639E-03
   45.9199409      0.108875789      0.108885154       8.60115420E-03
   45.9492950      0.108806185      0.108815596       8.64773430E-03
   45.9786453      0.108736739      0.108746134       8.63955542E-03
   46.0079994      0.108667359      0.108676754       8.64507072E-03
   46.0373535      0.108598121      0.108607456       8.59570596E-03
   46.0667038      0.108528860      0.108538263       8.66296608E-03
   46.0960579      0.108459719      0.108469144       8.68909247E-03
   46.1254120      0.108390719      0.108400114       8.66713282E-03
   46.1547623      0.108321860      0.108331181       8.60387180E-03
   46.1841164      0.108252935      0.108262330       8.67816340E-03
   46.2134705      0.108184315      0.108193561       8.54595285E-03
   46.2428246      0.108115666      0.108124882       8.52381811E-03
   46.2721748      0.108047083      0.108056299       8.52922816E-03
   46.3015289      0.107978567      0.107987791       8.54153838E-03
   46.3308830      0.107910156      0.107919373       8.54005013E-03
   46.3602333      0.107841894      0.107851051       8.49019457E-03
   46.3895874      0.107773632      0.107782811       8.51630699E-03
   46.4189415      0.107705511      0.107714646       8.48019496E-03
   46.4482918      0.107637443      0.107646585       8.49247817E-03
   46.4776459      0.107569523      0.107578598       8.43551382E-03
   46.5070000      0.107501596      0.107510701       8.46856087E-03
   46.5363503      0.107433908      0.107442893       8.36295448E-03
   46.5657043      0.107366048      0.107375160       8.48618988E-03
   46.5950584      0.107298486      0.107307516       8.41516443E-03
   46.6244125      0.107230909      0.107239954       8.43436085E-03
   46.6537628      0.107163467      0.107172489       8.41881428E-03
   46.6831169      0.107096113      0.107105099       8.38933047E-03
   46.7124710      0.107028812      0.107037798       8.39460455E-03
   46.7418213      0.106961615      0.106970586       8.38594884E-03
   46.7711754      0.106894411      0.106903449       8.45394097E-03
   46.8005295      0.106827334      0.106836401       8.48714169E-03
   46.8298798      0.106760465      0.106769443       8.40872619E-03
   46.8592339      0.106693640      0.106702559       8.35813582E-03
   46.8885880      0.106626891      0.106635757       8.31446331E-03
   46.9179420      0.106560133      0.106569037       8.35462566E-03
   46.9472923      0.106493533      0.106502414       8.33886489E-03
   46.9766464      0.106426910      0.106435865       8.41407944E-03
   47.0060005      0.106360525      0.106369399       8.34228750E-03
   47.0353508      0.106294148      0.106303021       8.34749732E-03
   47.0647049      0.106227934      0.106236726       8.27556103E-03
   47.0940590      0.106161751      0.106170505       8.24563485E-03
   47.1234093      0.106095567      0.106104374       8.29992723E-03
   47.1527634      0.106029570      0.106038325       8.25591292E-03
   47.1821175      0.105963595      0.105972350       8.26105289E-03
   47.2114716      0.105897762      0.105906464       8.21694732E-03
   47.2408218      0.105831914      0.105840668       8.27133097E-03
   47.2701759      0.105766237      0.105774939       8.22716486E-03
   47.2995300      0.105700575      0.105709292       8.24636966E-03
   47.3288803      0.105635010      0.105643742       8.26559216E-03
   47.3582344      0.105569616      0.105578259       8.18603486E-03
   47.3875885      0.105504163      0.105512857       8.24053865E-03
   47.4169388      0.105438843      0.105447553       8.25977325E-03
   47.4462929      0.105373651      0.105382308       8.21539667E-03
   47.4756470      0.105308510      0.105317153       8.20633024E-03
   47.5049973      0.105243504      0.105252087       8.15477315E-03
   47.5343513      0.105178513      0.105187088       8.15272890E-03
   47.5637054      0.105113611      0.105122171       8.14358890E-03
   47.5930595      0.105048768      0.105057336       8.15570634E-03
   47.6224098      0.104984015      0.104992583       8.16073641E-03
   47.6517639      0.104919404      0.104927912       8.10896046E-03
   47.6811180      0.104854792      0.104863316       8.12816620E-03
   47.7104683      0.104790278      0.104798801       8.13316926E-03
   47.7398224      0.104725882      0.104734369       8.10260419E-03
   47.7691765      0.104661621      0.104670003       8.00793245E-03
   47.7985268      0.104597248      0.104605734       8.11256841E-03
   47.8278809      0.104533061      0.104541533       8.10329616E-03
   47.8572350      0.104468964      0.104477413       8.08687601E-03
   47.8865891      0.104404956      0.104413368       8.05615727E-03
   47.9159393      0.104341030      0.104349412       8.03253520E-03
   47.9452934      0.104277082      0.104285523       8.09461158E-03
   47.9746475      0.104213342      0.104221717       8.03522766E-03
   48.0039978      0.104149677      0.104157992       7.98291899E-03
   48.0333519      0.104086004      0.104094341       8.00927263E-03
   48.0627060      0.104022406      0.104030766       8.03565327E-03
   48.0920563      0.103959002      0.103967272       7.95456488E-03
   48.1214104      0.103895560      0.103903852       7.98093248E-03
   48.1507645      0.103832200      0.103840508       8.00015125E-03
   48.1801186      0.103768960      0.103777245       7.98348989E-03
   48.2094688      0.103705831      0.103714064       7.93806650E-03
   48.2388229      0.103642687      0.103650957       7.97884073E-03
   48.2681770      0.103579700      0.103587918       7.93334842E-03
   48.2975273      0.103516765      0.103524968       7.92377815E-03
   48.3268814      0.103453897      0.103462085       7.91419204E-03
   48.3562355      0.103391133      0.103399284       7.88297039E-03
   48.3855858      0.103328288      0.103336558       8.00311565E-03
   48.4149399      0.103265740      0.103273906       7.90696964E-03
   48.4442940      0.103203207      0.103211328       7.86845107E-03
   48.4736443      0.103140727      0.103148833       7.85877183E-03
   48.5029984      0.103078209      0.103086412       7.95748830E-03
   48.5323524      0.103015877      0.103024058       7.94060901E-03
   48.5617065      0.102953672      0.102961786       7.88028538E-03
   48.5910568      0.102891475      0.102899596       7.89228827E-03
   48.6204109      0.102829404      0.102837466       7.83909671E-03
   48.6497650      0.102767430      0.102775417       7.77133554E-03
   48.6791153      0.102705427      0.102713451       7.81229278E-03
   48.7084694      0.102643572      0.102651551       7.77345477E-03
   48.7378235      0.102581687      0.102589726       7.83623941E-03
   48.7671738      0.102519959      0.102527983       7.82642420E-03
   48.7965279      0.102458298      0.102466308       7.81659316E-03
   48.8258820      0.102396704      0.102404706       7.81401899E-03
   48.8552361      0.102335252      0.102343172       7.73863774E-03
   48.8845863      0.102273792      0.102281727       7.75785511E-03
   48.9139404      0.102212436      0.102220349       7.74064707E-03
   48.9432945      0.102151103      0.102159038       7.76717206E-03
   48.9726448      0.102089927      0.102097817       7.72804441E-03
   49.0019989      0.102028750      0.102036655       7.74728041E-03
   49.0313530      0.101967670      0.101975568       7.74461543E-03
   49.0607033      0.101906672      0.101914562       7.74194067E-03
   49.0900574      0.101845674      0.101853617       7.79777812E-03
   49.1194115      0.101784892      0.101792753       7.72192748E-03
   49.1487656      0.101724073      0.101731956       7.74851348E-03
   49.1781158      0.101663433      0.101671241       7.67985964E-03
   49.2074699      0.101602741      0.101610586       7.72110652E-03
   49.2368240      0.101542279      0.101550013       7.61565892E-03
   49.2661743      0.101481751      0.101489514       7.64956372E-03
   49.2955284      0.101421215      0.101429075       7.74961477E-03
   49.3248825      0.101360947      0.101368718       7.66602904E-03
   49.3542328      0.101300709      0.101308435       7.62646459E-03
   49.3835869      0.101240396      0.101248212       7.71930581E-03
   49.4129410      0.101180308      0.101188071       7.67235179E-03
   49.4422951      0.101120293      0.101127990       7.61060277E-03
   49.4716454      0.101060286      0.101067998       7.62986438E-03
   49.5009995      0.101000383      0.101008065       7.60488631E-03
   49.5303535      0.100940481      0.100948200       7.64629943E-03
   49.5597038      0.100880757      0.100888416       7.59175047E-03
   49.5890579      0.100820974      0.100828692       7.65536213E-03
   49.6184120      0.100761384      0.100769043       7.60074379E-03
   49.6477623      0.100701816      0.100709476       7.60523975E-03
   49.6771164      0.100642368      0.100649968       7.55051617E-03
   49.7064705      0.100582890      0.100590527       7.59201217E-03
   49.7358208      0.100523569      0.100531168       7.55943870E-03
   49.7651749      0.100464314      0.100471869       7.51940720E-03
   49.7945290      0.100405097      0.100412637       7.50900246E-03
   49.8238831      0.100345895      0.100353479       7.55797513E-03
   49.8532333      0.100286834      0.100294396       7.54014123E-03
   49.8825874      0.100227818      0.100235380       7.54458085E-03
   49.9119415      0.100168899      0.100176431       7.51927076E-03
   49.9412918      0.100109965      0.100117557       7.58322701E-03
   49.9706459      0.100051194      0.100058742       7.54300738E-03
   50.0000000       9.99925658E-02  0.100000001       7.43567944E-03
